context_id,split,source,doc_idx,text_full,n_tokens,t,token_id,token_str,next_token_str,n_cap_noninitial,layer_index,hidden_states_index,weights,ids,act_norm
30,eval,wikitext-2 train doc 254,254," = 1981 European Cup Final = 
 
 The 1981 European Cup Final was an association football match between Liverpool of England and Real Madrid of Spain on 27 May 1981 at the Parc des Princes , Paris , France . It was the final match of the 1980 – 81 season of Europe 's premier cup competition , the European Cup . Liverpool were appearing in their third final , after two appearances in 1977 and 1978 . Real Madrid were appearing in their ninth final , they had previously won the competition six times and lost twice . 
 Each club needed to progress through four rounds to reach the final . Matches were contested over two legs , with a match at each team 's home ground . All but one of Liverpool 's ties were comfortable victories , they beat Bayern Munich on the away goals rule , while they won all their other ties by at least five goals . Real Madrid 's matches ranged from close affairs to comfortable victories . In the first round they beat Limerick 7 – 2 on aggregate , but their final two ties were won by at least two goals .",240,239,659, .," 
",25,20,21,TARGET,"[284, 220, 16, 24, 23, 16, 7513, 10861, 13023, 284, 31906, 576, 220, 16, 24, 23, 16, 7513, 10861, 13023, 572, 458, 15010, 8964, 2432, 1948, 24688, 315, 9448, 323, 8800, 24081, 315, 17689, 389, 220, 17, 22, 3217, 220, 16, 24, 23, 16, 518, 279, 4270, 66, 939, 2340, 30076, 1154, 12095, 1154, 9625, 659, 1084, 572, 279, 1590, 2432, 315, 279, 220, 16, 24, 23, 15, 1365, 220, 23, 16, 3200, 315, 4505, 364, 82, 20496, 10525, 10707, 1154, 279, 7513, 10861, 659, 24688, 1033, 25377, 304, 862, 4843, 1590, 1154, 1283, 1378, 26255, 304, 220, 16, 24, 22, 22, 323, 220, 16, 24, 22, 23, 659, 8800, 24081, 1033, 25377, 304, 862, 42541, 1590, 1154, 807, 1030, 8597, 2765, 279, 10707, 4743, 3039, 323, 5558, 10917, 659, 715, 8886, 6335, 4362, 311, 5098, 1526, 3040, 19531, 311, 5545, 279, 1590, 659, 61254, 1033, 56210, 916, 1378, 14201, 1154, 448, 264, 2432, 518, 1817, 2083, 364, 82, 2114, 4910, 659, 2009, 714, 825, 315, 24688, 364, 82, 19818, 1033, 10655, 45046, 1154, 807, 9382, 55591, 46204, 389, 279, 3123, 8845, 5912, 1154, 1393, 807, 2765, 678, 862, 1008, 19818, 553, 518, 3245, 4236, 8845, 659, 8800, 24081, 364, 82, 9071, 40729, 504, 3265, 21978, 311, 10655, 45046, 659, 758, 279, 1156, 4778, 807, 9382, 444, 3134, 865, 220, 22, 1365, 220, 17, 389, 23192, 1154, 714, 862, 1590, 1378, 19818, 1033, 2765, 553, 518, 3245, 1378, 8845, 659]",99.45792388916016
31,eval,wikitext-2 train doc 477,477," = Spanish Hill = 
 
 Spanish Hill is a hill located in the borough of South Waverly , Pennsylvania . The hill is controversial among historians and archaeologists ; opinions regarding the origin of structures found on the site vary from embankments created by early farmers , to the remnants of a Native American village and battlements , due to the site 's similarity to the description found in the account of Étienne Brûlé of a settlement called Carantouan . The area in the hill 's vicinity was previously occupied by Susquehannock Native Americans . It was a common site for both amateur and professional archaeology , as well as relic hunting . The source of the name remains unknown , but various theories have been proposed as to its origin . 
 
 = = Geography = = 
 
 In 1795 , François Alexandre Frédéric visited Spanish Hill while en route to Canada . He described the hill as "" a mountain in the shape of a sugar loaf , about 100 feet high , with level top , on which are remains of intrenchments . One perpendicular breastwork is still remaining , plainly indicating a parapet and ditch .",234,233,659, .," """,18,20,21,TARGET,"[284, 15154, 8108, 284, 31906, 15154, 8108, 374, 264, 23946, 7407, 304, 279, 65741, 315, 4882, 467, 7255, 398, 1154, 19771, 659, 576, 23946, 374, 20129, 4221, 50701, 323, 38111, 21306, 2587, 17979, 8826, 279, 6238, 315, 14389, 1730, 389, 279, 2747, 13289, 504, 7967, 1180, 1368, 3465, 553, 4124, 20336, 1154, 311, 279, 72340, 315, 264, 16703, 3693, 14126, 323, 14754, 90455, 1154, 4152, 311, 279, 2747, 364, 82, 37623, 311, 279, 4008, 1730, 304, 279, 2692, 315, 28024, 83, 25503, 3240, 29772, 68228, 315, 264, 17079, 2598, 3261, 517, 283, 276, 659, 576, 3082, 304, 279, 23946, 364, 82, 52751, 572, 8597, 24367, 553, 16288, 591, 71, 1020, 1176, 16703, 8877, 659, 1084, 572, 264, 4185, 2747, 369, 2176, 18566, 323, 6584, 38111, 2449, 1154, 438, 1632, 438, 60937, 22514, 659, 576, 2530, 315, 279, 829, 8458, 9788, 1154, 714, 5257, 24970, 614, 1012, 10981, 438, 311, 1181, 6238, 659, 31906, 284, 284, 83325, 284, 284, 31906, 758, 220, 16, 22, 24, 20, 1154, 84707, 89054, 2869, 15083, 38865, 11994, 15154, 8108, 1393, 662, 6021, 311, 6864, 659, 1260, 7481, 279, 23946, 438, 330, 264, 16301, 304, 279, 6083, 315, 264, 13163, 76148, 1154, 911, 220, 16, 15, 15, 7541, 1550, 1154, 448, 2188, 1909, 1154, 389, 892, 525, 8458, 315, 526, 6655, 1368, 659, 3776, 76833, 17216, 1778, 374, 2058, 9664, 1154, 64295, 18860, 264, 1346, 391, 295, 323, 49004, 659]",108.91011047363281
32,eval,wikitext-2 train doc 178,178," = 1981 Peach Bowl ( January ) = 
 
 The 1981 Peach Bowl was a post @-@ season American college football bowl game between the Virginia Tech Hokies and the Hurricanes from the University of Miami at Fulton County Stadium in Atlanta , Georgia on January 2 , 1981 . The game was the final contest of the 1980 NCAA Division I @-@ A football season for both teams , and ended in a 20 @-@ 10 victory for Miami . Another game by the same name followed the 1981 NCAA Division I @-@ A football season and was played in December , 1981 . 
 Virginia Tech was awarded a bid to the Peach Bowl as a reward for finishing 8 – 3 during the regular season , a record that included wins over nationally ranked teams such as the Clemson Tigers and the Virginia Cavaliers . Facing Virginia Tech was a familiar post @-@ season opponent — Miami — whom the Hokies had played in the 1966 Liberty Bowl , Tech 's last bowl appearance prior to the Peach Bowl . Miami finished the regular season with an 8 – 3 record , including wins over Florida State and Florida .",253,252,659, .," 
",47,20,21,TARGET,"[284, 220, 16, 24, 23, 16, 63595, 20288, 320, 6058, 873, 284, 31906, 576, 220, 16, 24, 23, 16, 63595, 20288, 572, 264, 1736, 569, 12, 31, 3200, 3693, 7770, 8964, 19212, 1809, 1948, 279, 12989, 17374, 472, 30818, 323, 279, 88503, 504, 279, 3822, 315, 17584, 518, 88884, 6272, 22636, 304, 19440, 1154, 15893, 389, 6058, 220, 17, 1154, 220, 16, 24, 23, 16, 659, 576, 1809, 572, 279, 1590, 13810, 315, 279, 220, 16, 24, 23, 15, 33160, 14489, 358, 569, 12, 31, 362, 8964, 3200, 369, 2176, 7263, 1154, 323, 9482, 304, 264, 220, 17, 15, 569, 12, 31, 220, 16, 15, 12560, 369, 17584, 659, 13293, 1809, 553, 279, 1852, 829, 8110, 279, 220, 16, 24, 23, 16, 33160, 14489, 358, 569, 12, 31, 362, 8964, 3200, 323, 572, 6342, 304, 6652, 1154, 220, 16, 24, 23, 16, 659, 715, 12989, 17374, 572, 21328, 264, 14103, 311, 279, 63595, 20288, 438, 264, 11313, 369, 24284, 220, 23, 1365, 220, 18, 2337, 279, 5792, 3200, 1154, 264, 3255, 429, 5230, 14816, 916, 39243, 21006, 7263, 1741, 438, 279, 62031, 39716, 323, 279, 12989, 71856, 659, 95318, 12989, 17374, 572, 264, 11285, 1736, 569, 12, 31, 3200, 14704, 1959, 17584, 1959, 8711, 279, 472, 30818, 1030, 6342, 304, 279, 220, 16, 24, 21, 21, 31392, 20288, 1154, 17374, 364, 82, 1537, 19212, 11094, 4867, 311, 279, 63595, 20288, 659, 17584, 8060, 279, 5792, 3200, 448, 458, 220, 23, 1365, 220, 18, 3255, 1154, 2670, 14816, 916, 9589, 3234, 323, 9589, 659]",102.93968963623047
33,eval,wikitext-2 train doc 417,417," = The Wave ( Miike Snow song ) = 
 
 "" The Wave "" is a song performed by Swedish indie pop band Miike Snow . It was released as the second single from the band 's second studio album Happy to You ( 2012 ) on 14 May 2012 , through Columbia Records . The song was written and produced by the band . Musically , "" The Wave "" is an electropop song with marching band influences and autoharp , military drum and piano instrumentation . It features Swedish musician Gustav Ejstes on autoharp and the Swedish Army drum corps on military drums . 
 The song received generally positive reviews from music critics , who commended its catchiness and musical direction . However , some critics were divided regarding lead singer Andrew Wyatt 's falsetto vocals . The single failed to match the commercial performance of Happy to You 's lead single "" Paddling Out "" ; it only charted on the Flemish Ultratip chart at number 43 . Andreas Nilsson directed the single 's accompanying music video , the second part in a continuous story that began in the "" Paddling Out "" video .",240,239,659, .," 
 
",30,20,21,TARGET,"[284, 576, 31318, 320, 20740, 2970, 18901, 5492, 873, 284, 31906, 330, 576, 31318, 330, 374, 264, 5492, 10660, 553, 30109, 43478, 2420, 7055, 20740, 2970, 18901, 659, 1084, 572, 5880, 438, 279, 2086, 3175, 504, 279, 7055, 364, 82, 2086, 14029, 8017, 23355, 311, 1446, 320, 220, 17, 15, 16, 17, 873, 389, 220, 16, 19, 3217, 220, 17, 15, 16, 17, 1154, 1526, 18796, 21566, 659, 576, 5492, 572, 5326, 323, 8947, 553, 279, 7055, 659, 5331, 2673, 1154, 330, 576, 31318, 330, 374, 458, 4045, 887, 453, 5492, 448, 61098, 7055, 33353, 323, 3233, 71, 7876, 1154, 6277, 23196, 323, 26278, 77033, 659, 1084, 4419, 30109, 38744, 48620, 402, 52758, 267, 288, 389, 3233, 71, 7876, 323, 279, 30109, 13011, 23196, 33822, 389, 6277, 46289, 659, 715, 576, 5492, 3949, 8789, 6785, 8379, 504, 4627, 22698, 1154, 879, 1063, 2883, 1181, 2287, 1880, 323, 17795, 5106, 659, 4354, 1154, 1045, 22698, 1033, 17779, 8826, 2990, 22757, 13615, 87462, 364, 82, 25484, 746, 983, 46096, 659, 576, 3175, 4641, 311, 2432, 279, 8353, 5068, 315, 23355, 311, 1446, 364, 82, 2990, 3175, 330, 393, 718, 2718, 4371, 330, 2587, 432, 1172, 9487, 291, 389, 279, 64022, 812, 66857, 266, 573, 9487, 518, 1372, 220, 19, 18, 659, 50062, 32274, 29931, 15540, 279, 3175, 364, 82, 23534, 4627, 2766, 1154, 279, 2086, 949, 304, 264, 19259, 3364, 429, 6009, 304, 279, 330, 393, 718, 2718, 4371, 330, 2766, 659]",104.05196380615234
34,eval,wikitext-2 train doc 338,338," = Chasing Vermeer = 
 
 Chasing Vermeer is a 2004 children 's art mystery novel written by Blue Balliett and illustrated by Brett Helquist . Set in Hyde Park , Chicago near the University of Chicago , the novel follows two children , Calder Pillay and Petra Andalee . After a famous Johannes Vermeer painting is stolen on route to the Art Institute of Chicago , Calder and Petra work together to try to recover it . The thief publishes many advertisements in the newspaper , explaining that he will give the painting back if the community can discover which paintings under Vermeer 's name were really painted by him . This causes Petra , Calder , and the rest of Hyde Park to examine art more closely . Themes of art , chance , coincidence , deception , and problem @-@ solving are apparent . 
 The novel was written for Balliett classroom intended to deal with real @-@ world issues . Balliett values children 's ideas and wrote the book specifically to highlight that . Chasing Vermeer has won several awards , including the Edgar and the Agatha . In 2006 , the sequel entitled The Wright 3 was published , followed by The Calder Game in 2008 , .",251,250,659, .," 
 
",36,20,21,TARGET,"[284, 910, 4422, 6250, 89925, 284, 31906, 910, 4422, 6250, 89925, 374, 264, 220, 17, 15, 15, 19, 2841, 364, 82, 1947, 22531, 11514, 5326, 553, 8697, 12836, 3891, 83, 323, 35662, 553, 39103, 15806, 55309, 659, 2573, 304, 64339, 5540, 1154, 10557, 3143, 279, 3822, 315, 10557, 1154, 279, 11514, 11017, 1378, 2841, 1154, 75300, 34136, 352, 323, 83937, 1597, 1574, 68, 659, 4636, 264, 11245, 54105, 6250, 89925, 18824, 374, 22329, 389, 6021, 311, 279, 5166, 9976, 315, 10557, 1154, 75300, 323, 83937, 975, 3786, 311, 1430, 311, 11731, 432, 659, 576, 57735, 64485, 1657, 42649, 304, 279, 16803, 1154, 25021, 429, 566, 686, 2968, 279, 18824, 1182, 421, 279, 3942, 646, 6997, 892, 35592, 1212, 6250, 89925, 364, 82, 829, 1033, 2167, 23983, 553, 1435, 659, 1096, 11137, 83937, 1154, 75300, 1154, 323, 279, 2732, 315, 64339, 5540, 311, 20961, 1947, 803, 15148, 659, 62087, 315, 1947, 1154, 6012, 1154, 49178, 1154, 63475, 1154, 323, 3491, 569, 12, 31, 21828, 525, 9981, 659, 715, 576, 11514, 572, 5326, 369, 12836, 3891, 83, 24017, 10602, 311, 3484, 448, 1931, 569, 12, 31, 1879, 4714, 659, 12836, 3891, 83, 2750, 2841, 364, 82, 6708, 323, 6139, 279, 2311, 11689, 311, 11167, 429, 659, 910, 4422, 6250, 89925, 702, 2765, 3807, 22344, 1154, 2670, 279, 58991, 323, 279, 4598, 65726, 659, 758, 220, 17, 15, 15, 21, 1154, 279, 34761, 19867, 576, 26741, 220, 18, 572, 4652, 1154, 8110, 553, 576, 75300, 4050, 304, 220, 17, 15, 15, 23, 1154, 659]",97.93463897705078
35,eval,wikitext-2 train doc 605,605," = Domnall mac Murchada = 
 
 Domnall mac Murchada ( died 1075 ) , also known as Domnall mac Murchada meic Diarmata , was a leading late eleventh @-@ century claimant to the Kingdom of Leinster , and a King of Dublin . As a son of Murchad mac Diarmata , King of Dublin and the Isles , Domnall was a grandson of Diarmait mac Máel na mBó , King of Leinster , and thus a member of the Uí Chennselaig . Domnall was also the first of the Meic Murchada , a branch of the Uí Chennselaig named after his father . 
 In 1071 , the year before his grandfather 's death , Domnall and an Uí Chennselaig kinsman , Donnchad mac Domnaill Remair , battled for control of Leinster .",208,207,659, ., Although,32,20,21,TARGET,"[284, 20751, 77, 541, 8978, 386, 2574, 2584, 284, 31906, 20751, 77, 541, 8978, 386, 2574, 2584, 320, 8469, 220, 16, 15, 22, 20, 873, 1154, 1083, 3881, 438, 20751, 77, 541, 8978, 386, 2574, 2584, 752, 292, 7767, 2178, 459, 1154, 572, 264, 6388, 3309, 10510, 44607, 569, 12, 31, 9294, 3717, 517, 311, 279, 15072, 315, 1967, 258, 3667, 1154, 323, 264, 6210, 315, 32877, 659, 1634, 264, 4438, 315, 386, 2574, 329, 8978, 7767, 2178, 459, 1154, 6210, 315, 32877, 323, 279, 85943, 1154, 20751, 77, 541, 572, 264, 65855, 315, 7767, 2178, 1315, 8978, 127428, 301, 4317, 296, 33, 1794, 1154, 6210, 315, 1967, 258, 3667, 1154, 323, 8450, 264, 4462, 315, 279, 547, 2426, 910, 2667, 82, 8294, 343, 659, 20751, 77, 541, 572, 1083, 279, 1156, 315, 279, 2157, 292, 386, 2574, 2584, 1154, 264, 8870, 315, 279, 547, 2426, 910, 2667, 82, 8294, 343, 6941, 1283, 806, 6981, 659, 715, 758, 220, 16, 15, 22, 16, 1154, 279, 1042, 1573, 806, 37850, 364, 82, 4545, 1154, 20751, 77, 541, 323, 458, 547, 2426, 910, 2667, 82, 8294, 343, 595, 1330, 1515, 1154, 4320, 77, 331, 329, 8978, 20751, 3376, 483, 4926, 1310, 1154, 74340, 369, 2524, 315, 1967, 258, 3667, 659]",113.15653228759766
36,eval,wikitext-2 train doc 344,344," = Tristan ( horse ) = 
 
 Tristan ( 1878 – 1897 ) was a British Thoroughbred racehorse and sire . In a career that lasted from the April 1880 to October 1884 , he ran 51 times and won 27 races . A useful performer at two and three years old , he matured into an outstanding horse in his last three seasons , winning important races at distances ranging from six furlongs ( the July Cup ) to two and a half miles ( Ascot Gold Cup ) and defeating three winners of the Epsom Derby . Unusually for a 19th @-@ century racehorse , he was regularly campaigned internationally , winning three consecutive runnings of the Grand Prix de Deauville . Tristan 's success was achieved despite a dangerous and unpredictable temperament : at the height of his success , he was described as "" a very vile @-@ tempered animal "" .",198,197,659, .," 
 
",14,20,21,TARGET,"[284, 96590, 320, 15223, 873, 284, 31906, 96590, 320, 220, 16, 23, 22, 23, 1365, 220, 16, 23, 24, 22, 873, 572, 264, 7855, 663, 14438, 90742, 6957, 59675, 323, 85911, 659, 758, 264, 6931, 429, 35413, 504, 279, 5813, 220, 16, 23, 23, 15, 311, 6527, 220, 16, 23, 23, 19, 1154, 566, 10613, 220, 20, 16, 3039, 323, 2765, 220, 17, 22, 20588, 659, 362, 5390, 48154, 518, 1378, 323, 2326, 1635, 2310, 1154, 566, 14851, 67, 1119, 458, 18781, 15223, 304, 806, 1537, 2326, 15584, 1154, 10987, 2989, 20588, 518, 26552, 23994, 504, 4743, 282, 1085, 13181, 320, 279, 5768, 10861, 873, 311, 1378, 323, 264, 4279, 8756, 320, 39560, 354, 7421, 10861, 873, 323, 53116, 2326, 25448, 315, 279, 468, 1690, 316, 45773, 659, 1230, 42966, 369, 264, 220, 16, 24, 339, 569, 12, 31, 9294, 6957, 59675, 1154, 566, 572, 15502, 86196, 36445, 1154, 10987, 2326, 23921, 1598, 38469, 315, 279, 10304, 43294, 409, 1581, 2863, 7919, 659, 96590, 364, 82, 2393, 572, 16994, 8818, 264, 11406, 323, 49135, 78864, 549, 518, 279, 2608, 315, 806, 2393, 1154, 566, 572, 7481, 438, 330, 264, 1602, 80214, 569, 12, 31, 89661, 9864, 330, 659]",107.12808227539062
37,eval,wikitext-2 train doc 139,139," = Jack and Jill ( nursery rhyme ) = 
 
 "" Jack and Jill "" ( sometimes "" Jack and Gill "" , particularly in earlier versions ) is a traditional English nursery rhyme . The Roud Folk Song Index classifies this tune and its variations as number 10266 . The rhyme dates back at least to the 18th century and exists with different numbers of verses each with a number of variations . Several theories have been advanced to explain its origins and to suggest meanings for the lyrics . 
 
 = = Lyrics and structure = = 
 
 The first and most commonly repeated verse is : 
 Jack and Jill went up the hill 
 To fetch a pail of water . 
 Jack fell down and broke his crown , 
 And Jill came tumbling after . 
 Many verses have been added to the rhyme , including a version with a total of 15 stanzas in a chapbook of the 19th century . The second verse , probably added as part of these extensions has become a standard part of the nursery rhyme . Early versions took the form : 
 Up Jack got , and home did trot , 
 As fast as he could caper ; 
 To old Dame Dob , who patched his nob 
 With vinegar and brown paper .",251,250,659, .," 
",14,20,21,TARGET,"[284, 7607, 323, 47211, 320, 55126, 96934, 873, 284, 31906, 330, 7607, 323, 47211, 330, 320, 7025, 330, 7607, 323, 32726, 330, 1154, 7945, 304, 6788, 10795, 873, 374, 264, 8606, 6364, 55126, 96934, 659, 576, 431, 2950, 64237, 18971, 8008, 536, 9606, 419, 25240, 323, 1181, 26244, 438, 1372, 220, 16, 15, 17, 21, 21, 659, 576, 96934, 12713, 1182, 518, 3245, 311, 279, 220, 16, 23, 339, 9294, 323, 6724, 448, 2155, 5109, 315, 49299, 1817, 448, 264, 1372, 315, 26244, 659, 25694, 24970, 614, 1012, 10847, 311, 10339, 1181, 32372, 323, 311, 4190, 49700, 369, 279, 23261, 659, 31906, 284, 284, 56243, 323, 5944, 284, 284, 31906, 576, 1156, 323, 1429, 16626, 11504, 32387, 374, 549, 715, 7607, 323, 47211, 3937, 705, 279, 23946, 715, 2014, 7807, 264, 281, 604, 315, 3015, 659, 715, 7607, 11052, 1495, 323, 14422, 806, 26533, 1154, 715, 1597, 47211, 3697, 15394, 9695, 1283, 659, 715, 8999, 49299, 614, 1012, 3694, 311, 279, 96934, 1154, 2670, 264, 2319, 448, 264, 2790, 315, 220, 16, 20, 357, 12070, 300, 304, 264, 37738, 2190, 315, 279, 220, 16, 24, 339, 9294, 659, 576, 2086, 32387, 1154, 4658, 3694, 438, 949, 315, 1493, 19721, 702, 3635, 264, 5297, 949, 315, 279, 55126, 96934, 659, 22752, 10795, 3867, 279, 1352, 549, 715, 3138, 7607, 2684, 1154, 323, 2114, 1521, 56577, 1154, 715, 1634, 4937, 438, 566, 1410, 2062, 261, 2587, 715, 2014, 2310, 40698, 64251, 1154, 879, 71732, 806, 13049, 715, 3085, 46105, 323, 13876, 5567, 659]",88.43004608154297
38,eval,wikitext-2 train doc 277,277," = First Light ( Rebecca Stead novel ) = 
 
 First Light is a young adult science fiction and mystery novel by Rebecca Stead , first published in 2007 . The novel follows Peter , who is in Greenland with his father and mother for research on global warming , and Thea , who lives in Gracehope , an underground colony located below Greenland . First Light explains how global warming is melting Gracehope and Peter and Thea 's attempt to persuade the people to leave . The novel addresses the effects of global warming as a theme . 
 Stead began writing the novel in 2002 , but her first draft was confusing and unorganized . To help her , she met editor Wendy Lamb who advised her to meet with a small group of people who would help critique the novel . After three years of work , Stead finished the second draft and met with Lamb who once again helped make improvements and later published the novel . Reviewers praised the description of Gracehope and main characters , as well as the performances of Coleen Marlo and David Ackroyd who voiced Thea and Peter in a subsequent audiobook publication of First Light . 
 
 = = Inspiration and origins = = 
 
 Stead drew inspiration from many sources in order to create the novel .",255,254,659, ., As,28,20,21,TARGET,"[284, 5512, 8658, 320, 44457, 3360, 329, 11514, 873, 284, 31906, 5512, 8658, 374, 264, 3908, 6683, 8038, 16989, 323, 22531, 11514, 553, 44457, 3360, 329, 1154, 1156, 4652, 304, 220, 17, 15, 15, 22, 659, 576, 11514, 11017, 11044, 1154, 879, 374, 304, 72678, 448, 806, 6981, 323, 6554, 369, 3412, 389, 3644, 23867, 1154, 323, 576, 64, 1154, 879, 6305, 304, 31071, 60793, 1154, 458, 25260, 40936, 7407, 3685, 72678, 659, 5512, 8658, 14758, 1246, 3644, 23867, 374, 49584, 31071, 60793, 323, 11044, 323, 576, 64, 364, 82, 4774, 311, 49941, 279, 1251, 311, 5274, 659, 576, 11514, 14230, 279, 6239, 315, 3644, 23867, 438, 264, 6912, 659, 715, 3360, 329, 6009, 4378, 279, 11514, 304, 220, 17, 15, 15, 17, 1154, 714, 1059, 1156, 9960, 572, 30615, 323, 650, 62216, 659, 2014, 1492, 1059, 1154, 1340, 2270, 6440, 54576, 31302, 879, 25104, 1059, 311, 3367, 448, 264, 2613, 1874, 315, 1251, 879, 1035, 1492, 42565, 279, 11514, 659, 4636, 2326, 1635, 315, 975, 1154, 3360, 329, 8060, 279, 2086, 9960, 323, 2270, 448, 31302, 879, 3055, 1549, 8910, 1281, 18142, 323, 2937, 4652, 279, 11514, 659, 10294, 388, 36375, 279, 4008, 315, 31071, 60793, 323, 1887, 5766, 1154, 438, 1632, 438, 279, 23675, 315, 23407, 268, 2876, 385, 323, 6798, 50982, 3352, 67, 879, 51368, 576, 64, 323, 11044, 304, 264, 17420, 46368, 73328, 16599, 315, 5512, 8658, 659, 31906, 284, 284, 78477, 323, 32372, 284, 284, 31906, 3360, 329, 23554, 19760, 504, 1657, 8173, 304, 1973, 311, 1855, 279, 11514, 659]",117.84841918945312
39,eval,wikitext-2 train doc 321,321," = Art in Medieval Scotland = 
 
 Art in Medieval Scotland includes all forms of artistic production within the modern borders of Scotland , between the fifth century and the adoption of the Renaissance in the early sixteenth century . In the early Middle Ages , there were distinct material cultures evident in the different federations and kingdoms within what is now Scotland . Pictish art was the only uniquely Scottish Medieval style ; it can be seen in the extensive survival of carved stones , particularly in the north and east of the country , which hold a variety of recurring images and patterns . It can also be seen in elaborate metal work that largely survives in buried hoards . Irish @-@ Scots art from the kingdom of Dál Riata suggests that it was one of the places , as a crossroads between cultures , where the Insular style developed . 
 Insular art is the name given to the common style that developed in Britain and Ireland from the eighth century and which became highly influential in continental Europe and contributed to the development of Romanesque and Gothic styles .",207,206,659, ., It,20,20,21,TARGET,"[284, 5166, 304, 77148, 19085, 284, 31906, 5166, 304, 77148, 19085, 5646, 678, 7586, 315, 31592, 5670, 2878, 279, 6481, 23806, 315, 19085, 1154, 1948, 279, 17702, 9294, 323, 279, 24376, 315, 279, 54283, 304, 279, 4124, 4743, 45387, 9294, 659, 758, 279, 4124, 12592, 48993, 1154, 1052, 1033, 12460, 3684, 26735, 29476, 304, 279, 2155, 41107, 804, 323, 95406, 2878, 1128, 374, 1431, 19085, 659, 393, 849, 812, 1947, 572, 279, 1172, 41229, 26096, 77148, 1707, 2587, 432, 646, 387, 3884, 304, 279, 16376, 19661, 315, 48167, 26210, 1154, 7945, 304, 279, 10200, 323, 10984, 315, 279, 3146, 1154, 892, 3331, 264, 8045, 315, 45250, 5335, 323, 12624, 659, 1084, 646, 1083, 387, 3884, 304, 35967, 9317, 975, 429, 13771, 82317, 304, 26918, 11386, 2347, 659, 17623, 569, 12, 31, 74267, 1947, 504, 279, 25079, 315, 422, 19003, 51730, 459, 13230, 429, 432, 572, 825, 315, 279, 7482, 1154, 438, 264, 5312, 42691, 1948, 26735, 1154, 1380, 279, 9726, 1276, 1707, 7881, 659, 715, 9726, 1276, 1947, 374, 279, 829, 2661, 311, 279, 4185, 1707, 429, 7881, 304, 13224, 323, 14648, 504, 279, 36377, 9294, 323, 892, 6116, 7548, 31449, 304, 57536, 4505, 323, 19590, 311, 279, 4401, 315, 12751, 288, 591, 323, 43101, 9222, 659]",105.47758483886719
