row,stim_idx,doc_idx,pos,split,claim_idx,n_claims,n_words,cos_z,Δcos,cos_alone,claim,Δcos_randspan_1,randspan_1_start,Δcos_randspan_2,randspan_2_start,Δcos_randspan_3,randspan_3_start,Δcos_shuffle_words
331,96,62,89,eval,1,3,40,0.8597305561292348,-0.024759685367715778,0.7887098576051987,"The sentence ""Over the course of his career, Scott Kazmir was a reliever who had stints in"" implies a specific list of minor league roles or pitching appearances, with ""holes in"" suggesting a phrase describing his rotation or roster positions.",-0.019770785891530807,22,-0.08953065904178314,49,-0.017460589191757303,7,-0.027392607263680646
332,96,62,89,eval,2,3,49,0.8597305561292348,-0.06922604731876447,0.8191887996091377,"Final token ""in"" ends an incomplete noun phrase (""spots in""), part of a list of pitching appearances (""Several stints with spots in""), expecting a noun like ""the bullpen"" or ""the minor league and starting rotation"" or ""the batting lineup and relief roles,"" continuing the statistical detail about his career.",-0.014702094712250702,10,-0.079731747461813,58,-0.01569598927122451,11,-0.11045654787938741
333,97,5,498,eval,0,6,17,0.8639323374532557,-0.009333614833923032,0.5520466721627576,Sports blog article detailing MLB player career statistics with numbered entries covering various seasons for Scott Rolen.,-0.014398843706936004,32,-0.015368405233052718,38,-0.0002583600987481338,87,0.0023621813420128257
334,97,5,498,eval,1,6,20,0.8639323374532557,-0.02648184795577757,0.7208899927709566,"The sentence mid-entry (""In January 2008 the Phillies traded for Carlos Ruiz to help the team during the season .",-0.01633095835980436,10,0.005926909176667716,88,-0.02161581371897836,37,-0.012955641957629882
335,97,5,498,eval,2,6,28,0.8639323374532557,-0.021491475311128494,0.7496789351807073,"The trade was seen as a disappointment as the team signed him for $12 million ."") lists a specific trade acquisition and its consequences, with a parenthetical detail.",-0.028204341068793437,42,-0.025507022905536192,35,-0.02648386642257572,12,-0.024954212518390806
336,97,5,498,eval,3,6,4,0.8639323374532557,-0.0024896906312470435,0.3616470058206313,"Final token ""transaction .",-0.006849071776618421,34,-0.006498911175130018,31,-0.006849071776618421,34,-0.0028188145138877685
337,97,5,498,eval,4,6,25,0.8639323374532557,-0.003636092864592766,0.7214696213378948,""" closes a clause mid-item (""The team traded for Ruiz and signed him to a contract with the goal of improving the catching position .",-0.025526714771533565,46,-0.0030817179457468535,75,-0.0028138659837994018,62,-0.0057790193458545636
338,97,5,498,eval,5,6,16,0.8639323374532557,0.002691857521317176,0.47215124070954745,"The original trade...""), expecting continuation like ""The player was then released"" or ""His contract details followed.""",-0.02020520251636737,35,-2.8773373965562676e-05,62,-0.01469781693539196,37,-0.002571837326645676
339,98,550,457,eval,0,5,25,0.8670939832591201,-0.005289874159993158,0.45844289550908646,"Wiki-style list format with numbered entries describing a historical place name (""Singapore River""), suggesting a structured metadata or trivia format with a second section expected.",-0.17039635932923003,59,-0.0009156973239367039,62,-0.0019009835312303602,73,-0.0004447560763292113
340,98,550,457,eval,1,5,3,0.8670939832591201,-0.0013767604122867372,0.4757930251779647,"The phrase ""1.",-0.0036595070757982073,3,0.000908422795467656,44,0.00036955207333089213,46,-0.00040449181184210037
341,98,550,457,eval,2,5,29,0.8670939832591201,-0.012444736913017396,0.7973103723057312,"Etymology"" signals a section header, likely introducing a subtopic or question about the word's etymology or definition, implying the next tokens will continue with a specific term or analysis.",-0.011643105588206581,24,-0.007781026014218151,6,-0.013933348892618547,29,0.0004590012940220989
342,98,550,457,eval,3,5,15,0.8670939832591201,-0.006385114324096386,0.8150512718241165,"Final token ""Etymology"" is mid-section header ("" Etymology""), part of a numbered list structure (""1.",-0.0038033398583743327,33,0.0004355999050164039,84,-0.004396836754108624,13,-0.00471471490205444
343,98,550,457,eval,4,5,27,0.8670939832591201,-0.0073152755075945874,0.765189827332153,"Etymology""), strongly expecting continuation like ""and definition"" or ""of the name"" or ""of the terms"" or ""and other details"" or ""of the word 'Singapore'"" completing the query.",-0.033285536030372764,58,-0.010890384490171767,8,-0.005317155547168828,63,-0.006515893139494744
344,99,337,423,eval,0,3,19,0.9029124553877792,-0.009353875864888894,0.4729085087187925,"Wiki-style fan fiction article listing comedic moments from a television show, with numbered entries detailing character behavior and dialogue.",-0.007627616838501883,2,-0.010834956584611866,24,-0.01353661017571306,84,0.0032628351254775367
345,99,337,423,eval,1,3,50,0.9029124553877792,-0.02080310305855204,0.7620650360041687,"The sentence ""In one episode, the couple's marriage is shown to be in a state of crisis, with the main character and his wife going on a road trip to a church in"" contains a specific fictional anecdote about a quick marriage location, likely referencing a fictional town or emergency.",-0.07515555386707706,40,-0.11611694059438815,52,-0.0677027839894272,34,-0.06932072863291794
346,99,337,423,eval,2,3,43,0.9029124553877792,-0.09684851251272697,0.8141034215969731,"Final token ""in"" ends an incomplete noun phrase (""married at a grocery store in""), part of a parenthetical example clause (""He married at a church a garage in""), expecting a location name or temporal detail like ""Texas"" or ""a nearby motel to escape.""",-0.02545466499017557,23,-0.15483717329088242,63,-0.11739174786049578,60,-0.14097142136898022
347,100,379,254,eval,0,3,18,0.8851544892279158,0.0013749158525135918,0.3224162917165305,"Structured Wikipedia article format with numbered sections listing political parties of South Korea, detailing government and legislative system.",-0.007037643625777967,21,-0.05871358159105344,7,0.0026573083699980016,34,0.01398622265612226
348,100,379,254,eval,1,3,41,0.8851544892279158,-0.008870590654589838,0.8077512628313125,"The sentence ""The President of South Korea is elected by popular vote to serve"" mirrors a formal definition pattern, establishing a constitutional term length (""a four-year term""), immediately expected to continue with ""a four-year term"" or ""a single term of office.""",-0.06148860125711886,50,-0.06828414922310011,54,-0.016754611265622055,12,0.009256195250642807
349,100,379,254,eval,2,3,45,0.8851544892279158,-0.06932676484032574,0.8448775964033263,"Final token ""serve"" ends an incomplete clause (""to serve""), part of a constitutional description defining the president's role and term length (""The President is elected to serve""), strongly expecting ""a four-year term"" or ""a single term of four years"" or ""a presidential term with duties.""",-0.012075868972832415,38,-0.001994827568789659,15,-0.0717470373914566,47,-0.11871214449100931
350,101,538,131,eval,0,3,18,0.9157015132497454,-0.012292722138694034,0.5738907340248847,"Historical encyclopedia article format with factual prose describing a record company's decline, listing causes for RCA Victor's failure.",-0.0013029862541006354,25,-0.013148826155426674,44,-0.006810091721950684,64,-0.0016287469263510657
351,101,538,131,eval,1,3,43,0.9157015132497454,-0.009944334209987193,0.8268690964908829,"The sentence structure ""While the company faced competition from other labels, it suffered from poor management, financial difficulties, and a decline in popularity, as well as"" mirrors a numbered list of causes, implying the third item continues listing additional fatal flaws or challenges.",-0.01642879423839405,20,-0.027767282877370625,25,-0.030020146392157,29,-0.031943898980581364
352,101,538,131,eval,2,3,45,0.9157015132497454,-0.06082076135357839,0.8954021818801476,"Final token ""and"" is a conjunction mid-list-item (""problems caused by competition from other record companies, its own marketing failures, and financial difficulties, and""), immediately requiring a noun phrase like ""the inability to compete with RCA's own parent"" or ""also its own internal conflicts"" or similar.",-0.0524544610589156,53,-0.07598875552459905,39,-0.008280451917765386,16,-0.0679430915038367
353,102,75,413,eval,0,4,20,0.9017038694486287,-0.0033746139897266048,0.40522195413966966,"News article format with local environmental reporting style detailing Canadian city air quality, listing environmental facts about a specific highway.",-0.03887584071533601,74,0.00037387636034336147,42,-0.00486915097337659,9,0.002642699931110326
354,102,75,413,eval,1,4,21,0.9017038694486287,-0.0008860955117618863,0.3865243543844675,"The sentence structure ""Some studies have shown that the city of Los Angeles is one of the dirtiest in the US...",-0.00321483848911408,89,-0.003572928229874761,43,-0.001917373539242151,13,0.0008534524000314292
355,102,75,413,eval,2,4,26,0.9017038694486287,-0.009767248790463201,0.72309390900903,"The majority of the particulate matter"" introduces a specific statistic about PM pollution sources or measurements, suggesting a third fact about particulate matter composition or emissions.",-0.004315900440276521,35,-0.007309153016701098,38,-0.0032734944597795357,27,0.004725561139519718
356,102,75,413,eval,3,4,43,0.9017038694486287,-0.09892441069349445,0.8710213518460096,"Final token ""matter"" ends mid-clause (""The majority of the particulate matter""), part of a numerical claim (""One third of the particulate matter""), expecting continuation like ""in the air is from vehicle emissions"" or ""is found in the city's air"" or ""comes from pollution.""",-0.09350373005910484,37,-0.0195792007175406,9,0.0007011380490232755,20,-0.3127704863950366
357,103,95,474,eval,0,4,22,0.8927301864260383,-0.041363845455983594,0.4054486593401392,"Old music magazine interview format with artist quotes and emotional context about a female singer's comeback album, detailing emotional state and songwriting.",-0.006527193410978405,32,-0.004887336334432613,21,-0.00436733898444841,17,-0.004232063141230702
358,103,95,474,eval,1,4,13,0.8927301864260383,-0.0034907409633315734,0.3614194582707323,"The quote mid-sentence (""But she says, 'I've been holding back for so long...",-0.001476334777819277,24,-0.041917121328460816,65,-0.028729173262938668,93,0.0002998022091317276
359,103,95,474,eval,2,4,25,0.8927301864260383,-0.013098607599276613,0.45406594693471136,"Now I can sing this stuff'"") mirrors a specific emotional declaration about the song's dark, vulnerable nature, continuing the example of the singer expressing sorrow.",-0.2259666478086667,53,-0.005324547313863781,19,-0.12282079484449293,39,-0.005469654968408788
360,103,95,474,eval,3,4,46,0.8927301864260383,-0.3720532567296978,0.7779750658445294,"Final token ""sing"" ends an incomplete direct quote (""I'm ready to sing""), part of a quoted statement sequence (""I know I can now say, 'I want to sing this song""), strongly expecting ""about those things"" or ""this kind of sad song"" or ""about all my pain.""",-0.07717501596329879,20,-0.07651748709020767,2,-0.046285592046940716,6,-0.3196799749149599
361,104,469,148,eval,0,3,21,0.8688086894865119,-0.007446722769228642,0.4720041819764163,"Wiki article format with film description listing plot details about a sci-fi television series, establishing factual tone with literary analysis context.",-0.019950679576815067,76,-0.0068910222624770645,39,0.0004909486206499114,32,0.002687756380290507
362,104,469,148,eval,1,3,41,0.8688086894865119,0.002200725856319141,0.7692862663677038,"The sentence structure ""Unlike many of his fellow characters"" suggests a contrast clause continuing a character trait or narrative arc about the villain's mysterious origin versus the show's other characters, likely referencing the novel's established ensemble cast or lack of backstory.",-0.004135248284787729,18,-0.041488594730035855,43,-0.0004545005122404966,6,0.004767404013931387
363,104,469,148,eval,2,3,44,0.8688086894865119,-0.0587039829729582,0.8620430191904156,"Final token ""characters"" ends mid-clause (""Unlike many of his characters""), part of a comparative clause (""Unlike other aspects of the show's cast of characters""), strongly expecting continuation like ""who are fully developed,"" ""this villain is,"" or ""the protagonist's backstory, he remains mysterious"" or similar.",-0.12027545281402585,50,-0.07555369829630754,29,-0.0021017657231039433,10,-0.19978967561009098
364,105,99,283,eval,0,3,19,0.9197639529033973,-0.01320222055275977,0.4551205227503261,"TV ratings blog format with numerical score breakdown of a comedy episode, listing guest appearances and ratings performance details.",-0.014327582488762758,3,-0.04270572317685706,67,-0.011670204701069942,73,0.0017988716573179575
365,105,99,283,eval,1,3,44,0.9197639529033973,-0.010308408095216492,0.7022098107725079,"The phrase ""The episode was the highest-rated Thursday night show on NBC, beating both the CW's Friday ratings and the overall NBC"" suggests a concluding statistic about network performance or ratings ranking, completing a second item about NBC's primetime lineup or Thursday night broadcast.",-0.022325512464623776,3,-0.026580994394488022,10,-0.017339955688625897,15,-0.010992107561646591
366,105,99,283,eval,2,3,37,0.9197639529033973,-0.13304447341515324,0.8702837922461902,"Final token ""NBC"" ends mid-phrase (""the highest-rated NBC""), part of a parenthetical clause listing ratings comparisons (""a top-rated NBC...and the highest-rated NBC""), strongly expecting ""show"" or ""network broadcast"" or ""Thursday night show"" or ""program for the week.""",-0.011966128233170892,13,-0.11051836004929494,53,-0.09391962818527089,51,-0.07699673637246651
367,106,381,235,eval,0,3,21,0.9022210723336441,0.0022159093356715065,0.5860527706849845,"College football statistics format with player bio listing career highlights and game performance details, including NFL Draft order and award honors.",-0.007171930889160794,86,-0.0025750388003522584,22,-0.019569720183387762,60,-1.189821801528268e-05
368,106,381,235,eval,1,3,40,0.9022210723336441,-0.011368039722904899,0.8696845074455251,"The sentence structure ""In his sophomore season, Johnson finished the season as a finalist for the Walter Camp Freshman of the Year award and was a candidate for"" lists awards, specifically naming a college football award category (Heisman, Walter Camp).",-0.01955297353790708,53,-0.04045620246993409,37,-0.032489110955450484,46,-0.014658069737272239
369,106,381,235,eval,2,3,51,0.9022210723336441,-0.026968557858837006,0.8714999712915094,"Final token ""for"" ends an incomplete noun phrase (""his awards includes nominations for""), part of a specific award list item (""During his freshman year he was a candidate for awards including""), expecting a specific award name like ""the Outland Trophy, the Maxwell Award"" or ""both the ACC Player of the Year.""",-0.07245548887605624,33,-0.017094011014610833,2,-0.054789280560077036,28,-0.1684544135212116
370,107,280,477,eval,0,3,19,0.9074540899319065,-0.005945269808921627,0.4291290275961328,"Academic biography format with British historian's scholarly publications listing, detailing career and writings on agricultural economics and labour history.",-0.0861000578420702,60,-0.008129036841985182,13,-0.0077426002071387945,43,-0.0034278184815423884
371,107,280,477,eval,1,3,41,0.9074540899319065,-0.016015483822942933,0.47502173667228115,"The sentence structure ""His career records show a succession of posts including a period as Director of the Institute of Archaeology from 1939 to 1942"" continues listing dates and events, with a specific historical footnote about a research trip or reorganization.",-0.449092727843709,49,-0.017913630676495762,14,-0.025776261987154103,2,-0.03297648607513737
372,107,280,477,eval,2,3,36,0.9074540899319065,-0.44628347753377784,0.8453941669506446,"Final token ""19"" is mid-number in a date (""in 19""), part of a third dated event sequence (""A trip to Britain in 19...""), expecting continuation like ""44"" or ""52, he undertook a further study of unemployment.""",-0.4517255104243576,59,-0.02457751488319393,8,-0.018578653290069025,19,-0.2742418690814038
373,108,91,36,eval,0,3,21,0.879589613575141,0.0001217076950870144,0.39541932573255456,"Wiki article format with song lyrics and biographical context, establishing a music chart entry structure with artist name and album details.",-0.009666643006264297,20,-0.008800684562509598,11,-0.009603787130797903,30,0.005809261554201806
374,108,91,36,eval,1,3,44,0.879589613575141,-0.023622892958870323,0.7326989459296075,"The sentence ""The music video 'Single Ladies' was the promotional debut single for her debut album, featuring images from her first"" mirrors a claim about Destiny's Child's early career album, implying a specific album title or her solo debut album details about her fame.",-0.024939775127043373,11,-0.1265431170507062,56,-0.1090920174391562,44,-0.029420268307051578
375,108,91,36,eval,2,3,39,0.879589613575141,-0.16267769610232696,0.8574602527566346,"Final token ""debut"" ends mid-phrase (""her debut""), part of a quoted description clause (""details from her debut""), immediately expecting ""album"" or ""solo album"" or ""album album"" or ""commercial album"" to complete the reference to her first solo work's sales.",-0.029834590590456678,4,-0.014027875076398133,9,-0.03556847976206212,32,-0.2616494603209242
376,109,303,379,eval,0,3,20,0.8641835947990718,-0.0017793854928295216,0.3954639583218236,"Wikipedia-style article listing numbered historical street names with details about Los Angeles's freeway system, describing infrastructure changes and naming history.",-0.003076861358792482,22,-0.0026347215378738076,32,-0.003950177310504066,73,0.003210196438136914
377,109,303,379,eval,1,3,46,0.8641835947990718,-0.003344472732943138,0.8163273707028824,"The sentence ending ""The former northbound portion of the route now unused a divided highway part once used"" describes a specific interchange or reclaimed segment, continuing a clause listing additional uses of a shared highway corridor, suggesting a concrete example or continuation of the infrastructure description.",-0.05745885587026278,44,-0.13665902623298154,30,-0.009114068674398346,10,0.002406046622510094
378,109,303,379,eval,2,3,45,0.8641835947990718,-0.030781058205607614,0.8520390934275278,"Final token ""used"" ends mid-clause (""An current lane now a lane now used""), part of a parenthetical clause listing historical reuse details (""A former auxiliary highway section now a portion""), expecting ""for the Orange Line"" or ""as a freight route is being converted"" or similar.",-0.1796082172344059,25,-0.0026820926201072126,21,-0.06117189216736818,44,-0.227495958690364
379,110,160,320,eval,0,3,21,0.8688460975130029,-0.005265749600250724,0.4312738395023592,"Wikipedia article structure with formal definition format, listing biological terms (""Protein"") with a standardized encyclopedia pattern describing protein's properties and functions.",0.004612159646050884,32,-0.015023196323712185,41,0.0009553107259161475,28,0.0004960793340365033
380,110,160,320,eval,1,3,31,0.8688460975130029,-0.03611704870307464,0.5592928221353531,"The phrase ""Proteins can undergo modification, folding, regulation, activity"" is mid-listing a series of attributes of enzymes or proteins, following a familiar compound noun pattern from biology definitions about protein characteristics.",-0.013691592068275082,31,-0.09787004202611349,59,-0.022712366432323217,62,-0.031675476003626524
381,110,160,320,eval,2,3,43,0.8688460975130029,-0.255133601361094,0.730752059147092,"Final token ""activity"" ends an incomplete list (""the structure, activity, activity""), part of a comma-separated enumeration of attributes (""such as its structure, function, activity, activity...""), strongly expecting continuation like ""or lifespan,"" ""of the protein,"" or ""and other properties,"" completing the compound noun phrase.",-0.04872792991995056,14,-0.22279129710034773,41,-0.051585289746044816,6,-0.16417910502977284
382,111,55,30,eval,0,3,18,0.8324446589130039,0.002123123614532707,0.508748394719892,"Wikipedia football club article format with a template structure (""Seasons""), implying a football club's history and founding details.",-0.032467213627152214,72,-0.028283855208204756,71,-0.016120267505080554,14,-0.012336878990040656
383,111,55,30,eval,1,3,35,0.8324446589130039,-0.0281237371599542,0.5738023898383899,"The phrase ""The 1995–96 season was the 11th season"" mirrors a standard club history template, strongly implying the sentence is stating the club's founding year or membership in a league, continuing the ""First season"" definition.",-0.02693766624398808,12,-0.03516427294117319,40,-0.009195391603105563,23,-0.01789935741576798
384,111,55,30,eval,2,3,37,0.8324446589130039,-0.2449070392514604,0.8047252874962533,"Final token ""the"" is an article mid-sentence (""This was the""), part of a historical clause defining a club's existence number (""Seasons: 1995–96 was the""), immediately requiring a noun like ""11th season of the club"" or ""third season.""",-0.19213586553640072,51,-0.024608313701927398,18,-0.023016963168725146,14,-0.1330639144097424
385,112,591,372,eval,0,3,20,0.9158290738245534,-0.009476732569439261,0.6550690531799302,"Australian military history article detailing a New Zealand battalion unit during WWI, with structured account of unit formations and casualties.",-0.009861914141105599,31,-0.000608827784654653,40,-0.008034732710380577,78,-0.005204865183296881
386,112,591,372,eval,1,3,44,0.9158290738245534,-0.007490358312848722,0.644003242418902,"The sentence ""During this period two detachments from the 15th Battalion were sent to Hong Kong and other units"" establishes a second item listing personnel from the battalion's 1st Depot Company, implying a specific soldier or unit detail about another missing or discharged member.",-0.00983257390551695,34,-0.0037884887993151484,28,-0.00983257390551695,34,-0.029768724990079987
387,112,591,372,eval,2,3,39,0.9158290738245534,-0.23102904550265613,0.8547331534055406,"Final token ""the"" is an article mid-phrase (""from the""), part of a second clause describing another subunit's service record (""Two members from a detachment from the""), expecting a noun like ""Depot Company"" or ""15th Battalion were withdrawn"" or similar.",-0.011237427610991224,46,-0.04862487797581261,0,-0.16102858188593783,55,-0.24915196499569414
388,113,52,23,eval,0,4,18,0.9019248050295584,0.01804175493686433,0.46761196372358294,"Historical/encyclopedic description format with literary reference, suggesting a biographical or archival entry about African-American folk hero John Henry.",-0.004746292184830581,47,0.0084776188782274,6,-0.006559349660706371,45,0.0064486410621873436
389,113,52,23,eval,1,4,32,0.9019248050295584,0.001206425833560898,0.838144635185301,"The phrase ""a black cowboy named William 'Billy' Cook, died November  "" implies a specific death date or tragic end, likely a historical date or death circumstances tied to the figure's fame.",-0.003096457345960646,13,-0.03548949147157865,58,-0.15178893321159914,51,-0.014581390762245627
390,113,52,23,eval,2,4,23,0.9019248050295584,-0.017642665562356497,0.8120555964279635,"Final token ""November  "" is mid-date in an incomplete date expression (""November  ""), part of a parenthetical death date clause (""or November  ...",-0.014375406003706792,56,-0.014375406003706792,56,-0.011320663968978573,54,-0.002422898294518361
391,113,52,23,eval,3,4,19,0.9019248050295584,-0.020890754754920526,0.8842139219508133,"died November  ""), strongly expecting a specific day or year like ""25, 1913"" or ""19th,"" completing the death context.",-0.004530207595782154,43,-0.015083809062314102,30,-0.012031634391954538,57,-0.003361788845722913
392,114,47,391,eval,0,3,20,0.9010468338847171,-0.010525595972334711,0.4954955309277165,"Historical weather article format with structured storm reporting details, detailing a tropical cyclone's evolution into a tornado event over Texas.",-0.013029386763238948,33,-0.013029386763238948,33,-0.013546791655101309,11,-0.006172899340583959
393,114,47,391,eval,1,3,44,0.9010468338847171,-0.0321416635380557,0.5793333160045191,"The paragraph structure ""The storm system moved into the United States on Saturday morning, with the tropical wave developing into a strong low pressure system that tracked through portions of the Southeast"" mirrors earlier details, establishing a timeline sequence describing initial movement and track.",-0.021495424950381037,3,-0.18214790237024148,50,-0.023821612243453805,14,-0.0069759110843409244
394,114,47,391,eval,2,3,40,0.9010468338847171,-0.329247813303139,0.8608019715323392,"Final token ""on"" ends an incomplete clause (""moved through Florida and portions of the Southeast on""), directly continuing the specific date event sequence (""The storm system moved through Florida on...""), expecting ""September 12th"" or ""the 11th day"" or ""September 10–11.""",-0.026032753516012863,4,-0.04405535100516189,37,-0.18606930682583422,59,-0.22438858844369236
395,115,415,270,eval,0,3,18,0.9051700277289001,-0.007014778279496148,0.5016144511706818,"Music article/blog format with interview quotes detailing Coldplay's songwriting process, establishing chronological narrative about the band's album ""X&Y.""",-0.019161137638433412,7,-0.015183807701154572,8,-0.027404155977761357,84,0.0031194956964485376
396,115,415,270,eval,1,3,38,0.9051700277289001,-0.02346316216159361,0.8605343317930054,"The sentence structure ""Murphy stated that ""Yellow"" was one of the first songs he wrote for the album, and he described the song's origins"" mirrors earlier quotes, continuing to elaborate on the song's creative process and emotional intent.",-0.01515273150766916,51,-0.01070812887352579,26,-0.0276658933868823,0,-0.04086049716230067
397,115,415,270,eval,2,3,47,0.9051700277289001,-0.03269301988465856,0.8365609989341742,"Final token "" "" "" closes an incomplete clause ("" ""Imagine "" describes ""Lose My Mind""""), directly continuing the specific quote about the song's origin story, strongly expecting continuation like ""was a spontaneous song"" or ""had a particular meaning for him and the band"" or ""was rejected.""",-0.0325871995656859,49,-0.020419091212940166,33,-0.018447114002594245,28,-0.1274610986330128
398,116,212,476,eval,0,3,22,0.9133378872134441,-0.0019632812409415834,0.4915593473503375,"Wiki article format with numbered episodes listing Star Trek TNG trivia facts, mixing dialogue quotes and character details about the Enterprise crew.",-0.0046888075265622,19,-0.002842476023591556,5,-0.008734475019969934,26,0.00036493219820088463
399,116,212,476,eval,1,3,33,0.9133378872134441,-0.022480703206346653,0.8214841699867862,"The sentence ending ""In the episode 'The Next Generation' he portrayed"" is mid-listing a Star Trek character's past roles, specifically referencing Scott's death and Kirk's character, with a specific actor name (""James T.",-0.05174196825854416,47,-0.028902258390050894,36,-0.012980189120116115,3,-0.01718426264457973
400,116,212,476,eval,2,3,41,0.9133378872134441,-0.09179384478128527,0.8954499769155915,"Final token ""portrayed"" ends an incomplete clause (""who portrayed""), part of a parenthetical list of Trek characters from the original series (""His character, who portrayed""), expecting a specific character name like ""Scotty"" or ""Hannibal Lecter in the original series"" or similar.",-0.03163312703263654,5,-0.04045538381485825,20,-0.008667918862678037,10,-0.22264929966608915
401,117,221,48,eval,0,3,18,0.8959252553986603,-0.030800248340435155,0.5357803738888873,"Wikipedia article format with article structure describing a television episode, listing plot details about a Star Trek episode.",-0.006441142749232354,62,-0.0088253636047394,56,-0.006747143295056657,57,-0.016289265483613424
402,117,221,48,eval,1,3,36,0.8959252553986603,-0.0015821786334763166,0.766541405524663,"The phrase ""The episode 'The X-Files' first aired on"" signals a date reference, following a TV broadcast metadata format, implying a specific network broadcast date or air date is next, likely ""January 15, 2002"" or similar.",-0.025388961128222087,10,-0.00486777831668217,25,-0.01565213382004671,11,-0.0013804340930120285
403,117,221,48,eval,2,3,38,0.8959252553986603,-0.07125986981747667,0.8245918086030926,"Final token ""on"" ends an incomplete date clause (""aired on""), part of a broadcast history attribution sentence (""The episode first aired on""), immediately requiring a date or network name like ""January 15, 2002"" or ""CBS on October 15.""",-0.04821753312091648,49,-0.007475547898325163,21,-0.005096922963196304,28,-0.1261940140139156
404,118,567,433,eval,0,3,24,0.8628375938735265,-0.014619872347605645,0.40303795700755424,"Historical article format with structured biographical details about Singapore's founding, using numbered chapters and bullet points to recount the life of a Muslim missionary.",-0.049079203037437846,63,-0.008561489121506338,16,-0.00999901233979994,15,0.00416141088062294
405,118,567,433,eval,1,3,36,0.8628375938735265,-0.015431453076826585,0.6361611503471183,"The sentence mid-description (""During his travels in India, he converts to Islam and becomes a disciple of the reformer, Muhammad Ali"") details a specific event sequence listing Muhammad's spiritual experiences and beliefs about poverty and humility.",-0.03503093615239783,1,-0.019152492575913893,23,-0.029475598384275714,36,-0.03328090230679892
406,118,567,433,eval,2,3,43,0.8628375938735265,-0.22611839490480212,0.8360167381470417,"Final token ""he"" is mid-clause (""During this time, he""), continuing a specific event clause describing Muhammad's personal spiritual journey (""While in India, he...""), expecting a verb phrase like ""meets and learns the teachings of"" or ""becomes disillusioned with his own name"" or similar.",-0.24818158241314525,53,-0.03833472355724776,2,-0.03671296893444398,5,-0.07010174007383829
407,119,296,49,eval,0,3,19,0.8769603088237321,-0.0003498602231554182,0.45445033546041447,"Formal Wikipedia-style article structure with English-language descriptive prose about a Palestinian city, establishing factual context about Beirut, Lebanon's capital.",0.00045114377661370497,51,0.0025113773769049885,45,-0.0008916532476742622,75,-0.007057418349923683
408,119,296,49,eval,1,3,37,0.8769603088237321,-0.02741551364723771,0.8595158125742847,"The phrase ""known officially as Beirut, locally"" suggests a compound noun or nickname phrase (""known locally""), implying a second name or designation follows, likely describing the city's status or nickname, completing a phrase about the municipality's identity.",-0.05578459104715061,6,-0.033360460998216546,21,-0.025515576848138433,17,-0.017243972767333915
409,119,296,49,eval,2,3,40,0.8769603088237321,-0.026716505088691833,0.8642572706162142,"Final token ""locally"" ends an incomplete phrase (""known locally""), part of a list or descriptive clause (""Known locally...""), strongly expecting ""as Beirût"" or ""as the 'City of Beirut'"" or ""and colloquially as"" or ""as a municipality,"" continuing the naming context.",-0.020924766789150118,52,-0.01017641042095474,32,-0.028289170639733352,19,-0.1847855116485585
410,120,393,186,eval,0,3,24,0.8793253036354206,-0.025232601434594826,0.3714577864915403,"Political news article format with quoted tweet structure detailing a celebrity's Senate testimony, establishing narrative context around Republican congressman Roy Moore's sexual assault allegations.",-0.016626173265553934,28,-0.038229556206229254,12,-0.02599249230553169,25,-0.014225284940939331
411,120,393,186,eval,1,3,38,0.8793253036354206,-0.03896699731570097,0.4987472157210942,"The sentence ""The character is a Democrat congressman named Todd Young who is running for Senate and vowed"" contains a specific historical reference (""Obama's promise to support him""), implying a backstory about Biden's political deal or campaign promise.",-0.13339702767686346,42,-0.28677260791396586,50,-0.04894102922559218,0,-0.051121661104218785
412,120,393,186,eval,2,3,40,0.8793253036354206,-0.3235175002914137,0.8282346352659814,"Final token ""promised"" ends mid-clause (""who promised""), part of a parenthetical list of reasons for Trump's character (""Biden, who Obama promised""), expecting continuation like ""to deliver jobs"" or ""him the cabinet position"" or ""the Republican's support before breaking his word.""",-0.33467116885130166,50,-0.042183435024094273,13,-0.04216712271959522,15,-0.27203547737891365
413,121,373,229,eval,0,3,24,0.9021923295943186,-0.004807349547974349,0.48561083620896744,"Historical fiction novel format with literary quotes and chapter titles establishes a narrative context around a film or book, likely a dramatic biblical figure.",-0.02268402606539699,28,-0.01179213532190293,81,-0.023119642127449214,61,0.00043732840252330707
414,121,373,229,eval,1,3,36,0.9021923295943186,-0.026580528461565334,0.6013559794117297,"The phrase ""As King David begins his reign he finds himself both joy and tribulation"" signals an opening quote or summary sentence, suggesting a specific plot event or character arc describing David's dual struggles and hardships.",-0.02330383563830518,35,-0.1433541801512075,57,-0.028486338177299397,20,-0.04806338105794916
415,121,373,229,eval,2,3,48,0.9021923295943186,-0.31931959931393294,0.8703879273749027,"Final token ""tribulation"" ends mid-phrase (""he experiences joy and tribulation and trial and tribulation""), part of a quoted character description clause (""David finds himself both joy and tribulation""), strongly expecting continuation like ""as he"" or ""when his kingdom faces crisis"" or ""as his personal life turns upside down.""",-0.1402259545746244,29,-0.023287761702890597,19,-0.01716770625975239,16,-0.3267382939096436
416,122,281,495,eval,0,3,19,0.8471802088303045,-0.0044520737218047834,0.3827178185535116,"Wikipedia article format with Dutch aviation history listing airline company details, chronological sequence describing aircraft changes and fleet history.",-0.0033498568669013684,1,-0.01752573197498808,42,-0.0037410132978945576,7,-0.006276251901790486
